City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
305,Hanmer Springs,100,NZ,2020-08-18 00:57:45,39,-42.52,172.82,55.04,2.19
306,Bagnes,90,CH,2020-08-18 00:57:46,77,46.08,7.22,62.6,1.34
307,Talnakh,0,RU,2020-08-18 00:57:09,54,69.49,88.4,59.0,6.71
308,Tombouctou,23,ML,2020-08-18 00:57:46,28,20.0,-3.0,99.77,14.56
309,Savannah Bight,35,HN,2020-08-18 00:57:46,75,16.45,-85.85,84.38,7.81
310,San Vicente,12,AR,2020-08-18 00:57:46,100,-26.62,-54.13,58.33,1.97
311,Srostki,0,RU,2020-08-18 00:57:47,64,52.42,85.7,63.91,7.31
312,Razgrad,0,BG,2020-08-18 00:57:47,75,43.53,26.52,59.25,5.82
313,Lorengau,18,PG,2020-08-18 00:57:47,79,-2.02,147.27,82.89,9.42
314,Pangnirtung,100,CA,2020-08-18 00:57:47,63,66.15,-65.71,56.7,1.52
315,Vore,100,AL,2020-08-18 00:57:47,83,41.39,19.66,71.6,1.12
316,Lyuban,56,BY,2020-08-18 00:57:48,84,52.8,28.0,62.24,1.12
317,Alta Floresta,0,BR,2020-08-18 00:54:25,26,-9.88,-56.09,78.03,1.5
318,Nsoko,0,SZ,2020-08-18 00:57:48,87,-27.03,31.95,55.4,17.22
319,Casma,99,CL,2020-08-18 00:57:48,87,-41.01,-73.12,46.4,3.36
320,Piacabucu,14,BR,2020-08-18 00:57:48,85,-10.41,-36.43,72.93,9.62
321,Ahmadpur,100,IN,2020-08-18 00:57:48,91,18.7,76.93,72.27,9.73
322,Puerto Escondido,90,MX,2020-08-18 00:57:49,73,15.85,-97.07,77.0,4.7
323,Kurumkan,0,RU,2020-08-18 00:57:49,57,54.3,110.3,60.71,2.44
324,Phan Thiet,100,VN,2020-08-18 00:57:49,81,10.93,108.1,81.55,8.05
325,Ketchikan,90,US,2020-08-18 00:56:55,82,55.34,-131.65,64.4,8.05
326,Simpang,53,ID,2020-08-18 00:57:49,87,-1.27,104.08,78.13,4.34
327,Green Valley,1,US,2020-08-18 00:57:50,9,31.85,-110.99,107.6,8.05
328,La Cruz,33,MX,2020-08-18 00:57:50,77,23.92,-106.9,85.33,3.24
329,Khani,9,GE,2020-08-18 00:57:50,93,41.96,42.96,62.6,1.12
330,Montanha,0,BR,2020-08-18 00:57:50,86,-18.13,-40.36,69.62,8.03
331,Forestville,40,US,2020-08-18 00:57:51,78,38.85,-76.88,75.2,4.7
332,Guerrero Negro,0,MX,2020-08-18 00:57:51,60,27.98,-114.06,78.44,18.07
333,Isangel,90,VU,2020-08-18 00:57:06,94,-19.55,169.27,75.2,9.17
334,Turukhansk,46,RU,2020-08-18 00:57:51,59,65.82,87.98,62.46,10.96
335,Aksha,3,RU,2020-08-18 00:57:51,63,50.28,113.29,56.7,9.46
336,Cervo,100,ES,2020-08-18 00:57:52,84,43.67,-7.41,68.0,1.99
337,Waingapu,1,ID,2020-08-18 00:57:52,61,-9.66,120.26,81.84,13.4
338,Seinajoki,5,FI,2020-08-18 00:57:52,100,62.79,22.83,35.6,2.24
339,Imbituba,75,BR,2020-08-18 00:57:52,88,-28.24,-48.67,62.6,2.06
340,Togur,45,RU,2020-08-18 00:57:52,94,58.36,82.83,60.71,6.17
341,Jiuquan,0,CN,2020-08-18 00:57:52,18,39.74,98.52,74.73,2.17
342,Kyzyl-Suu,100,KG,2020-08-18 00:57:53,69,42.34,78.0,60.37,7.49
343,Cheney,75,US,2020-08-18 00:57:36,16,47.49,-117.58,100.4,8.05
344,Tongliao,73,CN,2020-08-18 00:57:53,51,43.61,122.27,81.32,5.88
345,Monastyrshchina,0,RU,2020-08-18 00:57:53,92,54.35,31.84,57.24,4.16
346,Badin,100,PK,2020-08-18 00:57:53,79,24.66,68.84,84.49,10.83
347,Roma,1,US,2020-08-18 00:57:32,60,43.21,-75.46,71.6,5.82
348,Shingu,20,JP,2020-08-18 00:57:54,59,33.73,135.98,89.6,10.29
349,Guadalupe Y Calvo,100,MX,2020-08-18 00:57:54,78,26.1,-106.97,60.69,1.45
350,Arcata,1,US,2020-08-18 00:57:54,77,40.87,-124.08,68.0,10.29
351,Kudahuvadhoo,100,MV,2020-08-18 00:57:54,68,2.67,72.89,82.78,1.52
352,Cabrero,20,CL,2020-08-18 00:57:55,93,-37.03,-72.4,50.0,6.93
353,Lingyuan,50,CN,2020-08-18 00:57:55,60,41.24,119.4,85.19,8.77
354,Souillac,40,MU,2020-08-18 00:56:50,77,-20.52,57.52,69.8,13.87
355,Dandeli,75,IN,2020-08-18 00:57:56,100,15.27,74.62,69.8,3.36
356,Tabory,58,RU,2020-08-18 00:57:56,97,58.52,64.55,47.89,3.49
357,Quelimane,47,MZ,2020-08-18 00:57:57,91,-17.88,36.89,69.15,3.22
358,Solnechnyy,100,RU,2020-08-18 00:57:10,94,50.72,136.63,56.53,6.22
359,Maragogi,43,BR,2020-08-18 00:57:57,85,-9.01,-35.22,73.38,11.01
360,Sambava,96,MG,2020-08-18 00:54:07,76,-14.27,50.17,70.3,12.59
361,Pitimbu,20,BR,2020-08-18 00:57:58,94,-7.47,-34.81,71.6,5.82
362,Curtea,74,RO,2020-08-18 00:57:58,70,45.82,22.3,65.59,3.18
363,Lagos,20,NG,2020-08-18 00:57:58,94,6.58,3.75,75.2,3.36
364,Jambi,98,ID,2020-08-18 00:57:59,88,-1.6,103.62,77.18,3.56
365,Kailua,40,US,2020-08-18 00:57:22,55,21.4,-157.74,86.0,12.75
366,Coronado,40,US,2020-08-18 00:57:59,61,32.69,-117.18,87.8,6.93
367,Kiunga,36,PG,2020-08-18 00:58:00,66,-6.12,141.29,81.97,3.71
368,Shirokiy,100,RU,2020-08-18 00:58:00,95,49.76,129.52,63.64,12.24
369,Lahaina,20,US,2020-08-18 00:53:05,48,20.88,-156.68,87.8,23.04
370,Wanning,100,CN,2020-08-18 00:58:00,77,18.8,110.4,83.75,1.34
371,Lora Del Rio,0,ES,2020-08-18 00:58:01,73,37.66,-5.53,75.0,1.12
372,Acapulco,90,MX,2020-08-18 00:58:01,94,16.86,-99.89,75.2,8.05
373,Guamuchil,77,MX,2020-08-18 00:58:01,58,25.47,-108.1,95.0,15.99
374,Vardo,100,NO,2020-08-18 00:58:01,76,70.37,31.11,47.95,13.82
375,Yangambi,13,CD,2020-08-18 00:58:02,90,0.81,24.43,71.42,2.44
376,Monte Alegre De Sergipe,18,BR,2020-08-18 00:58:02,97,-10.03,-37.56,65.73,6.02
377,Ewo,43,CG,2020-08-18 00:58:02,81,-0.87,14.82,76.24,5.88
378,San Andres,75,CO,2020-08-18 00:58:03,79,12.58,-81.7,84.2,6.93
379,Tautira,40,PF,2020-08-18 00:57:59,65,-17.73,-149.15,82.4,11.41
380,Mbanza-Ngungu,4,CD,2020-08-18 00:58:03,91,-5.25,14.87,67.37,4.76
381,Lola,96,GN,2020-08-18 00:58:04,93,7.8,-8.53,70.27,4.14
382,Gisborne,98,NZ,2020-08-18 00:58:04,61,-38.65,178.0,59.0,4.0
383,Muyezerskiy,0,RU,2020-08-18 00:58:04,86,63.93,31.65,43.36,5.79
384,Karratha,0,AU,2020-08-18 00:56:58,25,-20.74,116.85,68.45,11.88
385,Fortuna,100,US,2020-08-18 00:58:05,74,40.6,-124.16,69.01,1.99
386,Anadyr,0,RU,2020-08-18 00:58:05,50,64.75,177.48,57.2,15.66
387,Namibe,1,AO,2020-08-18 00:54:07,84,-15.2,12.15,57.63,5.39
388,Opuwo,0,NA,2020-08-18 00:56:52,54,-18.06,13.84,46.99,2.77
389,East London,3,ZA,2020-08-18 00:58:05,65,-33.02,27.91,54.86,26.96
390,Tafalla,99,ES,2020-08-18 00:58:06,100,42.53,-1.67,64.4,0.51
391,Orda,100,RU,2020-08-18 00:58:06,96,57.2,56.91,50.86,11.34
392,Severomuysk,0,RU,2020-08-18 00:58:07,64,56.15,113.43,46.92,2.44
393,Saint-Augustin,6,CA,2020-08-18 00:54:41,85,51.23,-58.65,58.41,7.16
394,Tibati,100,CM,2020-08-18 00:58:07,97,6.47,12.63,66.49,1.54
395,Oksfjord,94,NO,2020-08-18 00:58:07,93,70.24,22.35,46.99,2.24
396,Poyarkovo,100,RU,2020-08-18 00:58:07,94,49.6,128.68,60.98,13.42
397,Beysehir,0,TR,2020-08-18 00:58:08,46,37.68,31.72,61.14,3.0
398,Olafsvik,91,IS,2020-08-18 00:58:08,79,64.89,-23.71,55.96,4.97
399,Fukue,40,JP,2020-08-18 00:58:08,74,32.69,128.84,86.0,13.87
400,Preston,93,GB,2020-08-18 00:56:56,83,53.77,-2.72,60.01,5.19
401,Sturgeon Bay,40,US,2020-08-18 00:58:09,64,44.83,-87.38,69.8,4.7
402,Chateaubelair,100,VC,2020-08-18 00:58:09,86,13.28,-61.25,79.23,16.96
403,Ambon,40,ID,2020-08-18 00:57:43,70,-3.7,128.18,84.2,5.82
404,Pierre,1,US,2020-08-18 00:53:49,29,44.37,-100.35,87.8,14.99
405,Valdivia,75,CL,2020-08-18 00:57:41,93,-39.81,-73.25,48.2,3.36
406,Griffith,1,US,2020-08-18 00:54:53,47,41.53,-87.42,77.0,3.36
407,Paris,75,FR,2020-08-18 00:57:33,82,48.85,2.35,64.99,2.24
408,Alyangula,0,AU,2020-08-18 00:58:11,30,-13.85,136.42,82.4,10.29
409,Zyryanka,0,RU,2020-08-18 00:58:11,40,65.75,150.85,56.77,1.45
410,Santa Maria,0,BR,2020-08-18 00:53:37,93,-29.68,-53.81,50.0,1.12
411,Youghal,42,IE,2020-08-18 00:58:11,93,51.95,-7.85,59.0,6.93
412,Alamogordo,1,US,2020-08-18 00:55:24,54,32.9,-105.96,79.0,10.69
413,Vysokogornyy,100,RU,2020-08-18 00:57:57,85,50.12,139.15,59.36,4.52
414,Balabac,100,PH,2020-08-18 00:58:12,73,7.99,117.06,81.82,3.67
415,Zhanaozen,0,KZ,2020-08-18 00:58:12,57,43.3,52.8,61.59,6.02
416,Yarkovo,100,RU,2020-08-18 00:58:13,96,57.4,67.08,51.71,4.21
417,Mpanda,93,TZ,2020-08-18 00:58:13,42,-6.37,31.04,62.67,3.58
418,Eureka,100,US,2020-08-18 00:55:21,12,40.8,-124.16,68.0,1.99
419,San Carlos De Bariloche,40,AR,2020-08-18 00:58:13,65,-41.15,-71.31,41.0,31.09
420,Bentiu,100,SS,2020-08-18 00:58:14,94,9.23,29.83,72.09,2.89
421,Lavrentiya,100,RU,2020-08-18 00:57:17,72,65.58,-171.0,52.36,2.42
422,Price,1,US,2020-08-18 00:58:14,7,39.6,-110.81,96.8,8.05
423,Ouesso,97,CG,2020-08-18 00:58:14,95,1.61,16.05,71.28,2.1
424,Cam Ranh,40,VN,2020-08-18 00:58:14,70,11.92,109.16,87.8,1.12
425,Harper,88,LR,2020-08-18 00:57:58,81,4.38,-7.72,74.91,10.0
426,Kanniyakumari,100,IN,2020-08-18 00:57:27,86,8.08,77.57,78.19,15.79
427,Rudnogorsk,100,RU,2020-08-18 00:58:15,58,57.26,103.75,56.8,3.76
428,Miri,40,MY,2020-08-18 00:53:40,94,4.41,114.01,75.2,2.24
429,Mathathane,0,BW,2020-08-18 00:58:16,92,-22.27,28.75,53.42,6.58
430,Bintulu,40,MY,2020-08-18 00:55:47,100,3.17,113.03,73.4,4.7
431,Lugovoy,99,KZ,2020-08-18 00:58:16,55,42.95,72.76,63.61,4.45
432,Sao Jose Da Coroa Grande,57,BR,2020-08-18 00:58:16,84,-8.9,-35.15,74.19,11.41
433,Bengkulu,1,ID,2020-08-18 00:53:39,83,-3.8,102.27,78.33,1.39
434,Daru,46,PG,2020-08-18 00:55:42,70,-9.08,143.21,78.78,11.74
435,San Pedro,99,PH,2020-08-18 00:58:17,79,14.35,121.02,86.0,4.7
436,Pemba,40,MZ,2020-08-18 00:58:17,83,-12.97,40.52,71.6,4.7
437,Makasar,20,ID,2020-08-18 00:58:17,58,-5.14,119.42,82.4,2.24
438,Hasaki,75,JP,2020-08-18 00:55:35,70,35.73,140.83,91.4,8.05
439,Weymouth,0,US,2020-08-18 00:58:18,82,42.22,-70.94,66.99,10.29
440,Cordoba,0,AR,2020-08-18 00:58:18,39,-31.41,-64.18,62.01,10.29
441,Marawi,64,PH,2020-08-18 00:54:29,83,8.0,124.29,81.0,3.0
442,Gazojak,0,TM,2020-08-18 00:58:18,44,41.19,61.4,66.06,5.7
443,Kargasok,67,RU,2020-08-18 00:58:18,94,59.06,80.86,58.73,10.02
444,Lasa,40,IT,2020-08-18 00:58:19,93,46.62,10.7,55.4,3.36
445,Changji,0,CN,2020-08-18 00:58:19,29,44.02,87.32,77.0,11.18
446,Camacha,20,PT,2020-08-18 00:58:19,83,33.08,-16.33,71.6,5.82
447,Sanming,36,CN,2020-08-18 00:58:19,63,26.25,117.62,85.75,3.24
448,Flin Flon,0,CA,2020-08-18 00:58:20,61,54.77,-101.86,69.4,8.57
449,Makarov,91,RU,2020-08-18 00:58:20,87,48.63,142.8,58.77,7.29
450,Sur,93,OM,2020-08-18 00:58:21,57,22.57,59.53,89.24,3.09
451,Mayor Pablo Lagerenza,27,PY,2020-08-18 00:58:21,82,-19.93,-60.77,68.52,4.54
452,Tura,61,IN,2020-08-18 00:58:21,93,25.52,90.22,76.53,5.3
453,Abu Dhabi,4,AE,2020-08-18 00:54:37,75,24.47,54.37,91.4,2.24
454,Masunga,0,BW,2020-08-18 00:58:22,63,-20.62,27.45,57.51,13.67
455,Trairi,6,BR,2020-08-18 00:58:22,77,-3.28,-39.27,77.63,12.95
456,Abu Samrah,0,SY,2020-08-18 00:58:22,67,35.3,37.18,69.46,9.48
457,Bilma,0,NE,2020-08-18 00:58:22,18,18.69,12.92,92.84,8.79
458,Licheng,51,CN,2020-08-18 00:58:23,74,23.3,113.83,88.0,4.47
459,Vila Velha,40,BR,2020-08-18 00:58:23,83,-20.33,-40.29,78.01,10.29
460,Kabinda,51,CD,2020-08-18 00:58:23,78,-6.13,24.48,68.72,1.61
461,Tezu,72,IN,2020-08-18 00:58:24,83,27.92,96.17,77.0,1.05
462,Ondjiva,0,AO,2020-08-18 00:58:24,37,-17.07,15.73,55.76,9.46
463,Mopti,100,ML,2020-08-18 00:58:24,79,14.67,-4.0,86.0,16.35
464,Kuching,20,MY,2020-08-18 00:58:25,100,1.55,110.33,75.2,4.7
465,Hualmay,74,PE,2020-08-18 00:58:25,83,-11.1,-77.61,58.93,10.74
466,Voh,99,NC,2020-08-18 00:58:25,63,-20.97,164.7,72.59,8.48
467,Glace Bay,90,CA,2020-08-18 00:58:26,93,46.2,-59.96,55.4,11.41
468,Charters Towers,0,AU,2020-08-18 00:58:26,21,-20.1,146.27,75.38,7.56
469,Prince Albert,75,CA,2020-08-18 00:58:26,39,53.2,-105.77,84.2,5.82
470,Waddan,0,LY,2020-08-18 00:58:26,31,29.16,16.14,80.49,4.63
471,Bubaque,90,GW,2020-08-18 00:58:27,81,11.28,-15.83,80.24,15.23
472,Sinnamary,100,GF,2020-08-18 00:58:27,80,5.38,-52.95,78.75,10.56
473,Margate,7,GB,2020-08-18 00:58:27,86,51.38,1.39,66.99,4.0
474,Beloha,19,MG,2020-08-18 00:58:27,97,-25.17,45.05,63.03,6.55
475,Rocky Mountain House,1,CA,2020-08-18 00:58:27,51,52.37,-114.92,79.36,5.12
476,Dawson Creek,1,CA,2020-08-18 00:58:28,28,55.77,-120.24,84.2,13.87
477,Natal,20,BR,2020-08-18 00:55:57,78,-5.79,-35.21,77.0,9.17
478,Kimbe,1,PG,2020-08-18 00:58:28,53,-5.55,150.14,87.17,7.11
479,Andenes,100,NO,2020-08-18 00:58:28,87,69.31,16.12,50.0,12.75
480,Yichun,100,CN,2020-08-18 00:58:29,99,47.7,128.9,66.29,3.27
481,Verkhoyansk,81,RU,2020-08-18 00:58:29,41,67.54,133.38,56.46,4.88
482,Shelburne,20,CA,2020-08-18 00:58:29,82,44.08,-80.2,64.4,8.23
483,Chokurdakh,100,RU,2020-08-18 00:57:24,79,70.63,147.92,42.84,10.56
484,Mizdah,0,LY,2020-08-18 00:58:30,41,31.45,12.98,77.61,4.65
485,Leningradskiy,97,RU,2020-08-18 00:58:30,62,69.38,178.42,44.49,4.88
486,Alice,1,US,2020-08-18 00:58:30,47,27.75,-98.07,95.0,10.29
487,High Level,20,CA,2020-08-18 00:58:30,60,58.52,-117.14,75.2,8.05
488,Sorong,100,ID,2020-08-18 00:58:31,83,-0.88,131.25,80.91,13.38
489,Challans,31,FR,2020-08-18 00:58:31,100,46.84,-1.87,60.8,3.36
490,Chipinge,38,ZW,2020-08-18 00:58:31,89,-20.19,32.62,52.72,4.65
491,Anaconda,1,US,2020-08-18 00:58:32,15,46.13,-112.94,91.4,9.17
492,Odienne,75,CI,2020-08-18 00:58:32,95,9.51,-7.57,72.68,2.33
493,Muros,100,ES,2020-08-18 00:58:32,94,42.78,-9.06,66.0,1.99
494,Boo,92,SE,2020-08-18 00:58:32,100,59.33,18.28,63.0,3.36
495,Matara,61,LK,2020-08-18 00:58:33,87,5.95,80.54,77.83,6.91
496,San Quintin,86,MX,2020-08-18 00:58:09,68,30.48,-115.95,76.6,7.23
497,Papetoai,40,PF,2020-08-18 00:58:33,65,-17.5,-149.87,82.4,11.41
498,Mbandaka,20,CD,2020-08-18 00:58:33,90,0.05,18.26,70.93,3.27
499,Grafton,90,US,2020-08-18 00:58:34,82,42.21,-71.69,71.01,11.41
500,La Crosse,1,US,2020-08-18 00:54:18,41,43.8,-91.24,77.0,12.75
501,Kobayashi,6,JP,2020-08-18 00:58:34,70,31.98,130.98,91.4,2.24
502,Kuloy,56,RU,2020-08-18 00:58:35,93,61.03,42.49,42.85,5.48
503,Aurora,75,US,2020-08-18 00:56:37,13,39.73,-104.83,91.4,12.75
504,Mana,13,GF,2020-08-18 00:58:35,82,5.66,-53.78,78.96,10.29
505,Corsicana,1,US,2020-08-18 00:58:35,43,32.1,-96.47,89.6,3.36
506,Chengde,99,CN,2020-08-18 00:58:36,82,40.97,117.94,75.92,0.92
507,Abay,40,KZ,2020-08-18 00:58:36,87,49.63,72.85,50.0,8.95
508,Udachnyy,21,RU,2020-08-18 00:58:36,38,66.42,112.4,59.0,6.71
509,Kormilovka,40,RU,2020-08-18 00:58:36,82,55.0,74.1,55.4,2.24
510,Sale,75,MA,2020-08-18 00:58:37,94,34.04,-6.82,71.01,3.36
511,Sola,40,VU,2020-08-18 00:55:26,84,-13.88,167.55,86.0,6.93
512,Dhidhdhoo,100,MV,2020-08-18 00:58:37,74,6.88,73.1,82.67,8.55
513,Ilulissat,80,GL,2020-08-18 00:56:55,37,69.22,-51.1,55.4,3.36
514,Tutoia,0,BR,2020-08-18 00:58:38,74,-2.76,-42.27,79.83,13.2
515,Saint-Louis,6,SN,2020-08-18 00:58:38,62,16.33,-15.0,86.0,2.24
516,Kamenka,0,RU,2020-08-18 00:58:38,89,51.32,42.77,62.01,4.27
517,Coihaique,75,CL,2020-08-18 00:55:06,69,-45.58,-72.07,37.4,8.05
518,Mets Masrik,42,AM,2020-08-18 00:58:39,85,40.22,45.77,48.45,6.71
519,Angoche,15,MZ,2020-08-18 00:58:39,91,-16.23,39.91,70.97,5.73
520,Cabrobo,0,BR,2020-08-18 00:58:40,55,-8.51,-39.31,75.15,21.14
521,Katobu,52,ID,2020-08-18 00:58:40,63,-4.94,122.53,81.99,5.17
522,Iquique,90,CL,2020-08-18 00:58:40,63,-20.22,-70.14,60.8,8.05
523,Kuytun,100,RU,2020-08-18 00:58:40,60,54.34,101.5,55.67,12.68
524,Tabuk,93,PH,2020-08-18 00:58:41,78,17.42,121.44,81.21,2.77
525,Neiafu,75,TO,2020-08-18 00:58:41,88,-18.65,-173.98,75.2,11.41
526,Vao,23,NC,2020-08-18 00:58:41,76,-22.67,167.48,69.37,15.88
527,Paragould,1,US,2020-08-18 00:58:27,38,36.06,-90.5,87.8,9.17
528,Billings,40,US,2020-08-18 00:55:19,13,45.78,-108.5,98.01,3.36
529,Oranjestad,20,AW,2020-08-18 00:55:58,79,12.52,-70.03,84.2,12.75
530,Pottstown,75,US,2020-08-18 00:56:34,78,40.25,-75.65,71.6,5.82
531,Wilmington,1,US,2020-08-18 00:54:27,69,34.23,-77.94,80.6,6.93
532,Coquimbo,90,CL,2020-08-18 00:58:43,76,-29.95,-71.34,51.8,5.82
533,Puri,75,IN,2020-08-18 00:58:43,94,19.8,85.85,82.4,4.7
534,Norman Wells,75,CA,2020-08-18 00:58:44,62,65.28,-126.83,59.0,12.75
535,Sisimiut,16,GL,2020-08-18 00:57:43,59,66.94,-53.67,48.25,2.26
536,Zimovniki,0,RU,2020-08-18 00:58:45,55,47.15,42.46,66.36,5.79
537,Manzhouli,82,CN,2020-08-18 00:58:45,78,49.6,117.43,55.67,18.07
538,Taltal,15,CL,2020-08-18 00:58:45,75,-25.4,-70.48,51.53,4.21
539,Deputatskiy,98,RU,2020-08-18 00:56:50,61,69.3,139.9,45.82,4.47
540,Rocha,0,UY,2020-08-18 00:58:46,88,-34.48,-54.33,43.3,6.26
541,Eenhana,0,NA,2020-08-18 00:58:46,37,-17.47,16.33,59.0,3.36
542,Huarmey,48,PE,2020-08-18 00:54:07,83,-10.07,-78.15,59.81,9.64
543,Nelson Bay,75,AU,2020-08-18 00:56:36,71,-32.72,152.15,57.0,17.22
544,Sainte-Maxime,100,FR,2020-08-18 00:58:47,47,43.3,6.63,80.01,6.93
545,Camana,84,PE,2020-08-18 00:58:48,73,-16.62,-72.71,59.76,4.32
546,Grootfontein,0,NA,2020-08-18 00:58:48,39,-19.57,18.12,51.55,15.73
547,Rorvik,0,NO,2020-08-18 00:58:48,82,64.86,11.24,54.55,13.73
548,Kichera,0,RU,2020-08-18 00:58:48,50,55.94,110.1,62.2,1.95
549,Peterhead,90,GB,2020-08-18 00:58:49,100,57.51,-1.8,57.2,2.24
550,Bonthe,100,SL,2020-08-18 00:58:49,83,7.53,-12.51,76.01,8.66
