City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
358,Zhigansk,RU,66.77,123.37,37.58,79,0,14.83,clear sky
359,Balikpapan,ID,-1.27,116.83,75.31,92,100,3.51,overcast clouds
360,Camacha,PT,33.08,-16.33,73.4,78,20,12.75,few clouds
361,Port Hedland,AU,-20.32,118.57,60.8,41,0,8.05,clear sky
362,Nybro,SE,56.74,15.91,64.99,93,85,3.44,mist
363,Sibay,RU,52.72,58.67,48.31,90,3,4.97,clear sky
364,Antsohihy,MG,-14.88,47.99,67.15,83,4,3.13,clear sky
365,Abomsa,ET,9.98,39.98,69.49,78,100,6.26,moderate rain
366,Kindu,CD,-2.95,25.95,73.0,90,99,2.68,light rain
367,Wasilla,US,61.58,-149.44,70.0,52,1,3.36,clear sky
368,Barranca,PE,-10.75,-77.77,64.15,71,98,8.7,overcast clouds
369,Darab,IR,28.75,54.54,84.09,19,0,7.43,clear sky
370,Narsaq,GL,60.92,-46.05,57.2,47,20,6.93,few clouds
371,Santa Marinella,IT,42.03,11.85,75.99,46,0,2.71,clear sky
372,Lata,PT,40.16,-8.33,69.01,91,67,2.55,broken clouds
373,Kuusamo,FI,65.97,29.18,59.0,82,4,3.36,clear sky
374,Adre,TD,13.47,22.2,76.1,82,77,1.12,broken clouds
375,Altagracia De Orituco,VE,9.86,-66.38,78.4,91,100,3.94,moderate rain
376,Broken Hill,AU,-31.95,141.43,41.0,80,34,13.87,scattered clouds
377,Rongcheng,CN,30.63,117.85,75.69,93,96,1.39,overcast clouds
378,Krasnoselkup,RU,65.7,82.47,51.35,83,19,12.15,few clouds
379,Nago,JP,26.59,127.98,80.6,100,90,5.97,overcast clouds
380,Bressuire,FR,46.92,-0.5,68.0,73,33,4.0,scattered clouds
381,Kaffrine,SN,14.11,-15.55,78.8,83,81,8.99,broken clouds
382,Youhao,CN,47.87,128.83,52.36,89,21,2.1,few clouds
383,Praia Da Vitoria,PT,38.73,-27.07,71.6,78,40,4.16,scattered clouds
384,Lima,PE,-12.04,-77.03,62.6,77,90,6.93,overcast clouds
385,Viransehir,TR,37.24,39.76,79.9,27,0,8.14,clear sky
386,Salalah,OM,17.02,54.09,77.0,100,90,3.36,light intensity drizzle
387,Bowen,AU,-20.02,148.23,60.01,93,0,4.7,clear sky
388,Inongo,CD,-1.95,18.27,73.45,78,44,5.48,scattered clouds
389,Luancheng,CN,37.88,114.65,62.6,100,100,0.65,overcast clouds
390,Coquimbo,CL,-29.95,-71.34,55.4,76,0,5.82,clear sky
391,Kununurra,AU,-15.77,128.73,66.2,71,84,1.12,broken clouds
392,Kiyasovo,RU,56.35,53.12,54.0,93,90,3.0,overcast clouds
393,Koumac,NC,-20.57,164.28,69.89,71,0,1.83,clear sky
394,Potosi,BO,-19.58,-65.75,54.84,24,1,20.69,clear sky
395,Lianran,CN,24.92,102.48,66.0,100,75,1.95,broken clouds
396,Vanavara,RU,60.34,102.28,53.37,80,100,3.13,overcast clouds
397,Tautira,PF,-17.73,-149.15,82.4,69,40,4.7,scattered clouds
398,Mitsamiouli,KM,-11.38,43.28,76.59,74,0,6.35,clear sky
399,Changji,CN,44.02,87.32,71.6,46,100,8.95,overcast clouds
400,Mersing,MY,2.43,103.84,77.0,94,75,4.7,broken clouds
401,Ceres,US,37.59,-120.96,82.4,45,90,8.05,haze
402,Batesville,US,35.77,-91.64,90.0,42,1,3.36,clear sky
403,Bairiki,KI,1.33,172.98,82.4,78,20,3.36,few clouds
404,Sattahip,TH,12.67,100.9,78.8,94,40,1.95,scattered clouds
405,Kyzyl-Suu,KG,42.34,78.0,54.79,55,0,2.53,clear sky
406,Romilly-Sur-Seine,FR,48.51,3.73,73.4,73,66,9.17,broken clouds
407,Duobao,CN,30.67,112.69,73.99,96,97,8.5,light rain
408,Mackay,AU,-21.15,149.2,48.2,87,0,5.82,clear sky
409,Mehamn,NO,71.04,27.85,55.4,87,75,2.24,broken clouds
410,Cesvaine,LV,56.97,26.32,55.71,96,89,5.44,overcast clouds
411,Itoman,JP,26.12,127.67,84.2,79,75,1.12,broken clouds
412,Kontagora,NG,10.4,5.47,70.99,96,100,2.57,overcast clouds
413,Sorkjosen,NO,69.8,20.93,56.84,80,100,4.68,overcast clouds
414,Seoul,KR,37.57,126.98,77.0,83,75,4.09,broken clouds
415,Brora,GB,58.01,-3.85,62.6,77,5,12.75,clear sky
416,Kushima,JP,31.46,131.23,78.01,88,63,3.0,broken clouds
417,Lhokseumawe,ID,5.18,97.15,79.02,83,100,5.41,light rain
418,Rosetta,EG,31.4,30.42,77.59,76,0,15.05,clear sky
419,Shubarkuduk,KZ,49.14,56.49,60.93,50,0,6.44,clear sky
420,Harper,LR,4.38,-7.72,75.76,83,88,9.35,overcast clouds
421,Pyaozerskiy,RU,65.83,31.17,60.01,77,19,6.67,few clouds
422,Port Macquarie,AU,-31.43,152.92,39.99,94,13,7.63,few clouds
423,Cheshunt,GB,51.71,-0.04,66.0,78,0,4.0,clear sky
424,Sao Francisco,BR,-15.95,-44.86,83.39,32,63,3.87,broken clouds
425,Moosomin,CA,50.13,-101.67,86.54,37,4,8.43,clear sky
426,Baringo,KE,0.47,35.97,70.16,66,44,5.08,scattered clouds
427,Lasa,IT,46.62,10.7,68.0,77,40,3.36,scattered clouds
428,Qiongshan,CN,20.01,110.35,77.0,100,20,3.89,few clouds
429,Jiaozuo,CN,35.24,113.23,71.62,64,100,3.02,overcast clouds
430,Launceston,AU,-41.45,147.17,39.0,93,90,8.05,moderate rain
431,Ahipara,NZ,-35.17,173.17,58.6,83,0,6.2,clear sky
432,Shibata,JP,37.95,139.33,75.0,94,34,2.26,scattered clouds
433,Khorixas,NA,-20.37,14.97,58.84,22,7,6.51,clear sky
434,Mayumba,GA,-3.43,10.66,73.11,86,63,3.85,broken clouds
435,Sabla,NG,12.75,4.71,75.63,83,100,11.59,overcast clouds
436,Campos Gerais,BR,-21.23,-45.76,56.39,85,100,5.66,overcast clouds
437,Cordoba,AR,-31.41,-64.18,66.99,12,0,14.99,clear sky
438,Opuwo,NA,-18.06,13.84,56.35,26,56,7.25,broken clouds
439,Le Port,RE,-20.94,55.29,68.0,68,1,5.82,clear sky
440,Lodja,CD,-3.48,23.43,74.05,90,100,1.54,moderate rain
441,Nemuro,JP,43.32,145.57,59.74,81,67,3.74,broken clouds
442,Lucea,JM,18.45,-78.17,91.0,66,20,17.22,few clouds
443,Solwezi,ZM,-12.17,26.39,67.57,39,77,6.04,broken clouds
444,Kalispell,US,48.2,-114.31,84.99,28,1,5.82,clear sky
445,Xai-Xai,MZ,-25.05,33.64,63.37,75,0,7.02,clear sky
446,Tokmak,UA,47.25,35.71,71.11,63,98,3.65,overcast clouds
447,Sicamous,CA,50.83,-118.99,77.0,67,99,5.75,light rain
448,Severobaykalsk,RU,55.65,109.32,56.14,64,100,5.93,overcast clouds
449,Tuatapere,NZ,-46.13,167.68,48.99,97,31,3.0,scattered clouds
450,Murray Bridge,AU,-35.12,139.27,45.0,84,21,10.0,few clouds
451,Ibra,OM,22.69,58.53,87.87,49,100,4.81,overcast clouds
452,Berlevag,NO,70.86,29.09,55.4,87,75,2.24,broken clouds
453,Orocue,CO,4.79,-71.34,75.7,88,100,4.32,overcast clouds
454,Melito Di Porto Salvo,IT,37.92,15.77,80.6,69,0,3.36,clear sky
455,Sulecin,PL,52.44,15.12,81.0,47,19,4.7,light rain
456,Kungurtug,RU,50.6,97.52,45.0,84,1,1.16,clear sky
457,Vysokogornyy,RU,50.12,139.15,51.24,93,82,3.13,broken clouds
458,Port Hardy,CA,50.7,-127.42,55.4,100,90,10.29,light rain
459,Banda Aceh,ID,5.56,95.32,79.75,77,100,0.58,overcast clouds
460,Munster,DE,51.96,7.63,73.99,78,72,8.05,broken clouds
461,Davila,PH,18.47,120.58,80.8,78,12,12.62,few clouds
462,Ikwiriri,TZ,-7.96,38.97,69.55,91,46,3.71,scattered clouds
463,Itarema,BR,-2.92,-39.92,79.18,78,6,15.21,clear sky
464,Harnosand,SE,62.63,17.94,66.99,93,88,11.41,overcast clouds
465,Collie,AU,-33.37,116.15,48.99,73,100,4.18,overcast clouds
466,Bad Segeberg,DE,53.93,10.32,72.0,89,100,5.14,overcast clouds
467,Aksarayskiy,RU,46.79,48.01,73.4,25,100,11.18,overcast clouds
468,Barillas,GT,15.8,-91.32,71.31,81,69,1.54,moderate rain
469,Kuremaa,EE,58.74,26.54,63.0,77,100,3.36,overcast clouds
470,Oga,IT,46.46,10.35,68.0,87,18,8.05,few clouds
471,Ixtapa,MX,20.7,-105.2,89.01,70,75,6.93,broken clouds
472,Los Alamos,US,35.89,-106.31,90.0,16,1,12.75,clear sky
473,Lagoa,PT,39.05,-27.98,69.24,62,0,2.55,clear sky
474,Bridgetown,BB,13.1,-59.62,84.2,79,40,18.34,shower rain
475,Pointe Michel,DM,15.25,-61.38,86.0,79,75,1.12,broken clouds
476,Muisne,EC,0.6,-80.03,78.8,83,75,4.7,broken clouds
477,College,US,64.86,-147.8,55.4,87,75,3.36,broken clouds
478,Louis Trichardt,ZA,-23.04,29.9,55.44,90,73,10.29,broken clouds
479,Tempio Pausania,IT,40.9,9.1,80.6,74,11,3.36,few clouds
480,Gushikawa,JP,26.35,127.87,80.6,100,90,6.02,overcast clouds
481,Santa Cruz,BO,-17.8,-63.17,57.2,54,90,11.41,overcast clouds
482,Ponta Delgada,PT,37.73,-25.67,73.4,83,20,6.93,few clouds
483,Puerto Madryn,AR,-42.77,-65.04,62.74,34,0,18.43,clear sky
484,Gao,ML,16.64,1.64,94.05,29,60,16.46,broken clouds
485,Chauk,MM,20.88,94.82,76.71,88,74,7.49,broken clouds
486,Jacksonville,US,30.33,-81.66,87.01,58,75,9.17,shower rain
487,Korla,CN,41.76,86.15,75.04,40,1,5.93,clear sky
488,Laishevo,RU,55.4,49.55,55.4,82,75,2.24,broken clouds
489,Te Anau,NZ,-45.42,167.72,42.89,87,71,0.34,broken clouds
490,Tokonou,GN,9.65,-9.78,70.32,96,100,2.53,light rain
491,Jinchang,CN,38.5,102.17,67.78,56,72,0.87,broken clouds
492,Cloquet,US,46.72,-92.46,73.0,82,90,5.82,overcast clouds
493,Sur,OM,22.57,59.53,83.23,69,100,12.84,overcast clouds
494,Arenapolis,BR,-14.45,-56.85,68.88,44,9,9.98,clear sky
495,Athabasca,CA,54.72,-113.29,70.27,53,100,8.57,overcast clouds
496,Sovetskiy,RU,61.36,63.58,56.17,90,100,9.62,light rain
497,Osypenko,UA,46.91,36.83,75.99,100,55,11.99,broken clouds
498,Buraydah,SA,26.33,43.98,93.2,23,38,8.05,scattered clouds
499,Itaueira,BR,-7.6,-43.03,88.07,24,90,3.44,overcast clouds
500,Tateyama,JP,34.98,139.87,81.0,91,1,1.01,clear sky
501,Angoche,MZ,-16.23,39.91,72.28,79,7,11.32,clear sky
502,Hailar,CN,49.2,119.7,56.12,68,100,8.08,overcast clouds
503,Bongandanga,CD,1.5,21.05,71.67,94,100,0.4,overcast clouds
504,Tshikapa,CD,-6.42,20.8,75.79,73,100,2.53,light rain
505,Iberia,US,29.95,-91.75,93.2,36,1,5.01,clear sky
506,Portland,US,45.52,-122.68,75.0,56,90,10.29,overcast clouds
507,Nabire,ID,-3.37,135.48,74.3,88,82,3.38,broken clouds
508,Rio Gallegos,AR,-51.62,-69.22,53.6,64,100,13.87,overcast clouds
509,Vila Franca Do Campo,PT,37.72,-25.43,73.4,83,20,6.93,few clouds
510,Qaqortoq,GL,60.72,-46.03,57.2,47,20,6.93,few clouds
511,Iwanai,JP,42.97,140.51,58.26,62,99,3.24,overcast clouds
512,Aginskoye,RU,51.1,114.53,59.9,84,100,0.54,overcast clouds
513,Haines Junction,CA,60.75,-137.51,56.5,78,90,3.56,light rain
514,Kasongo-Lunda,CD,-6.47,16.82,81.73,50,42,1.21,scattered clouds
515,Norden,DE,53.6,7.2,71.6,68,40,6.93,scattered clouds
516,Kiama,AU,-34.68,150.87,48.99,58,0,11.99,clear sky
517,Acarau,BR,-2.89,-40.12,79.59,77,6,14.76,clear sky
518,Kondinskoye,RU,59.65,67.41,52.29,95,20,7.07,few clouds
519,Carutapera,BR,-1.2,-46.02,79.72,81,7,8.16,clear sky
520,Kaili,ID,-3.46,120.21,67.26,82,23,2.24,few clouds
521,Kodinar,IN,20.79,70.7,80.89,87,100,13.02,overcast clouds
522,Plerin,FR,48.54,-2.78,64.4,77,20,6.93,few clouds
523,Necochea,AR,-38.55,-58.74,54.0,62,0,1.99,clear sky
524,Kharitonovo,RU,61.4,47.5,51.96,86,68,4.9,broken clouds
525,Kilindoni,TZ,-7.91,39.67,76.64,75,54,12.39,broken clouds
526,Gunjur,GM,13.2,-16.73,78.8,94,75,3.36,broken clouds
527,Tual,ID,-5.67,132.75,79.05,85,31,17.31,light rain
528,Pajapan,MX,18.25,-94.7,89.6,62,40,5.82,haze
529,Saquena,PE,-4.67,-73.52,77.09,90,100,4.79,light rain
530,Ostrovnoy,RU,68.05,39.51,52.79,90,73,4.74,broken clouds
531,Bad Windsheim,DE,49.5,10.42,78.8,64,40,3.89,scattered clouds
532,Svetlogorsk,BY,52.63,29.73,58.05,97,34,5.19,scattered clouds
533,Samoylovka,RU,51.18,43.71,54.0,63,19,3.0,few clouds
534,Lieksa,FI,63.32,30.02,61.48,75,0,9.8,clear sky
535,Maceio,BR,-9.67,-35.74,77.0,78,40,6.93,scattered clouds
536,Rochegda,RU,62.8,43.25,52.5,75,88,1.61,overcast clouds
537,Kholodnyy,RU,62.72,147.95,35.82,81,100,3.67,overcast clouds
538,Sept-Iles,CA,50.2,-66.38,69.8,35,40,12.75,scattered clouds
539,Roi Et,TH,16.06,103.65,74.97,92,100,7.11,overcast clouds
540,Tingi,TZ,-11.3,35.03,59.76,79,6,3.76,clear sky
541,Caravelas,BR,-17.71,-39.25,72.19,88,94,14.2,light rain
542,Rudnyy,KZ,52.96,63.12,55.4,87,49,4.47,scattered clouds
543,Ostrow Mazowiecka,PL,52.8,21.9,66.99,45,81,6.78,broken clouds
544,Xinyu,CN,27.8,114.93,77.47,92,97,2.13,light rain
545,Aykhal,RU,66.0,111.5,46.4,65,97,4.47,overcast clouds
546,Nazarovo,RU,56.01,90.39,54.75,92,100,6.73,overcast clouds
547,Axim,GH,4.87,-2.24,75.16,89,63,7.52,broken clouds
548,Nikolsk,RU,53.72,46.07,50.13,88,1,3.04,clear sky
549,Burley,US,42.54,-113.79,87.8,22,1,6.93,haze
550,Tripoli,LY,32.88,13.19,80.96,66,0,14.38,clear sky
551,Murgab,TM,37.5,61.97,77.0,33,0,6.93,clear sky
552,Yucca Valley,US,34.11,-116.43,97.0,46,17,5.01,few clouds
553,Nalut,LY,30.33,10.85,84.07,24,0,11.86,clear sky
554,Port Blair,IN,11.67,92.75,81.93,80,100,10.71,overcast clouds
555,Nuevitas,CU,21.55,-77.26,91.4,55,40,14.99,scattered clouds
556,Augusto Correa,BR,-1.02,-46.63,79.52,81,8,6.17,clear sky
557,Sudak,UA,44.85,34.97,69.6,72,0,8.84,clear sky
558,Aksha,RU,50.28,113.29,60.28,84,100,1.7,overcast clouds
559,Dalby,AU,-27.18,151.27,43.0,64,77,9.62,broken clouds
560,Batagay,RU,67.63,134.63,37.38,85,53,4.74,broken clouds
561,Coahuayana,MX,18.73,-103.68,78.8,83,75,11.41,broken clouds
562,Mitchell,US,43.71,-98.03,89.6,52,1,10.29,clear sky
563,Pont-Saint-Esprit,FR,44.25,4.65,80.6,57,0,6.93,clear sky
564,Havoysund,NO,71.0,24.66,59.0,82,75,3.36,broken clouds
565,Sorland,NO,67.67,12.69,55.4,93,40,4.7,scattered clouds
566,Sabang,ID,5.89,95.32,83.03,70,72,4.74,broken clouds
567,Tucurui,BR,-3.77,-49.67,89.13,38,54,1.77,broken clouds
